Season,Absence/Suspension,competition,from,until,Days,Games missed,player,url
21/22,Suspension through sports court,World Cup qualification South America,"Feb 14, 2022","Mar 31, 2022",45 Tage,2,Emiliano Martínez,/emiliano-martinez/profil/spieler/111873
17/18,Yellow card suspension,Süper Lig,"Apr 29, 2018","May 5, 2018",6 Tage,1,Emmanuel Adebayor,/emmanuel-adebayor/profil/spieler/8883
17/18,Yellow card suspension,Süper Lig,"Dec 10, 2017","Dec 18, 2017",8 Tage,1,Emmanuel Adebayor,/emmanuel-adebayor/profil/spieler/8883
14/15,special leave, ,"Dec 10, 2014","Jan 16, 2015",37 Tage,10,Emmanuel Adebayor,/emmanuel-adebayor/profil/spieler/8883
17/18,Red card suspension,Championship,"Sep 28, 2017","Oct 2, 2017",4 Tage,1,Conor Coady,/conor-coady/profil/spieler/128901
15/16,Red card suspension, ,"Sep 21, 2015","Sep 30, 2015",9 Tage,3,Conor Coady,/conor-coady/profil/spieler/128901
12/13,Called up to national team,European U19 Championship 2012,"Jun 20, 2012","Jul 15, 2012",25 Tage,4,Conor Coady,/conor-coady/profil/spieler/128901
19/20,Indirect card suspension,2. Bundesliga,"Oct 29, 2019","Nov 5, 2019",7 Tage,1,Ron-Robert Zieler,/ron-robert-zieler/profil/spieler/21327
19/20,Indirect card suspension,2. Bundesliga,"Oct 29, 2019","Nov 5, 2019",7 Tage,1,Ron-Robert Zieler,/ron-robert-zieler/profil/spieler/21327
12/13,Red card suspension,International Friendlies,"Aug 15, 2012","Nov 14, 2012",91 Tage,1,Ron-Robert Zieler,/ron-robert-zieler/profil/spieler/21327
20/21,Red card suspension,Premier League,"Nov 23, 2020","Dec 13, 2020",20 Tage,3,Nicolas Pépé,/nicolas-pepe/profil/spieler/343052
21/22,Called up to national team, ,"Jan 3, 2022","Feb 6, 2022",34 Tage,4,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
19/20,Yellow card suspension,Serie A,"Jul 24, 2020","Jul 27, 2020",3 Tage,1,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
17/18,special leave,Süper Lig,"May 14, 2018","May 19, 2018",5 Tage,1,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
17/18,Yellow card suspension,Süper Lig,"Feb 23, 2018","Mar 3, 2018",8 Tage,1,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
16/17,Indirect card suspension,Jupiler Pro League PlayOff I,"Apr 3, 2017","Apr 10, 2017",7 Tage,1,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
15/16,Yellow card suspension,Eliteserien,"Oct 31, 2016","Nov 7, 2016",7 Tage,1,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
16/17,Olympic games,Eliteserien,"Aug 1, 2016","Aug 22, 2016",21 Tage,4,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
15/16,Yellow card suspension,Eliteserien,"May 2, 2016","May 9, 2016",7 Tage,1,William Troost-Ekong,/william-troost-ekong/profil/spieler/192875
21/22,Indirect card suspension,Jupiler Pro League,"Feb 21, 2022","Feb 28, 2022",7 Tage,1,Cameron Humphreys,/cameron-humphreys/profil/spieler/277723
21/22,No eligibility,,"Jul 16, 2021","Aug 17, 2021",32 Tage,-,Felipe Anderson,/felipe-anderson/profil/spieler/159372
17/18,Suspended, ,"Feb 6, 2018","Feb 12, 2018",6 Tage,1,Felipe Anderson,/felipe-anderson/profil/spieler/159372
16/17,Yellow card suspension,Serie A,"Dec 22, 2016","Jan 9, 2017",18 Tage,1,Felipe Anderson,/felipe-anderson/profil/spieler/159372
15/16,Olympic games,Olympic Games,"Jul 18, 2016","Aug 22, 2016",35 Tage,-,Felipe Anderson,/felipe-anderson/profil/spieler/159372
14/15,Yellow card suspension,Serie A,"Feb 16, 2015","Feb 23, 2015",7 Tage,1,Felipe Anderson,/felipe-anderson/profil/spieler/159372
18/19,Yellow card suspension,LaLiga,"Mar 16, 2019","Apr 1, 2019",16 Tage,1,Mikel Merino,/mikel-merino/profil/spieler/338424
18/19,Indirect card suspension,LaLiga,"Jan 15, 2019","Jan 21, 2019",6 Tage,1,Mikel Merino,/mikel-merino/profil/spieler/338424
17/18,special leave,,"Jul 26, 2017","Aug 2, 2017",7 Tage,?,Mikel Merino,/mikel-merino/profil/spieler/338424
17/18,special leave,,"Jul 1, 2017","Jul 20, 2017",19 Tage,-,Mikel Merino,/mikel-merino/profil/spieler/338424
16/17,Called up to national team,2017 European Under-21 Football Championship,"Jun 12, 2017","Jun 30, 2017",18 Tage,-,Mikel Merino,/mikel-merino/profil/spieler/338424
16/17,No eligibility,UEFA Champions League,"Sep 1, 2016","Dec 31, 2016",121 Tage,6,Mikel Merino,/mikel-merino/profil/spieler/338424
15/16,Yellow card suspension,LaLiga2,"May 2, 2016","May 9, 2016",7 Tage,1,Mikel Merino,/mikel-merino/profil/spieler/338424
15/16,Red card suspension,LaLiga2,"Feb 1, 2016","Feb 15, 2016",14 Tage,2,Mikel Merino,/mikel-merino/profil/spieler/338424
15/16,Yellow card suspension,LaLiga2,"Nov 2, 2015","Nov 9, 2015",7 Tage,1,Mikel Merino,/mikel-merino/profil/spieler/338424
14/15,Red card suspension,LaLiga2,"Mar 2, 2015","Mar 9, 2015",7 Tage,1,Mikel Merino,/mikel-merino/profil/spieler/338424
14/15,Yellow card suspension,LaLiga2,"Nov 10, 2014","Nov 17, 2014",7 Tage,1,Mikel Merino,/mikel-merino/profil/spieler/338424
18/19,Red card suspension,Championship,"Apr 15, 2019","Apr 20, 2019",5 Tage,1,John Egan,/john-egan/profil/spieler/121324
19/20,Yellow card suspension,Campeonato Brasileiro Série A,"Dec 15, 2020","Dec 18, 2020",3 Tage,1,Wellington Silva,/wellington-silva/profil/spieler/121990
19/20,Yellow card suspension,Campeonato Brasileiro Série A,"Aug 31, 2020","Sep 4, 2020",4 Tage,1,Wellington Silva,/wellington-silva/profil/spieler/121990
14/15,Yellow card suspension,LaLiga,"Apr 27, 2015","May 1, 2015",4 Tage,1,Wellington Silva,/wellington-silva/profil/spieler/121990
09/10,Indirect card suspension,Bundesliga,"Oct 19, 2009","Oct 26, 2009",7 Tage,1,Nikica Jelavic,/nikica-jelavic/profil/spieler/25742
18/19,Red card suspension,LaLiga,"Apr 8, 2019","Apr 15, 2019",7 Tage,1,Willian José,/willian-jose/profil/spieler/122155
18/19,Yellow card suspension,LaLiga,"Feb 17, 2019","Feb 26, 2019",9 Tage,1,Willian José,/willian-jose/profil/spieler/122155
18/19,Yellow card suspension,Europa League,"Mar 6, 2019","Mar 8, 2019",2 Tage,1,M'Baye Niang,/mbaye-niang/profil/spieler/157501
17/18,Yellow card suspension,Serie A,"Mar 20, 2018","Apr 2, 2018",13 Tage,1,M'Baye Niang,/mbaye-niang/profil/spieler/157501
16/17,Indirect card suspension,Serie A,"Aug 30, 2016","Sep 11, 2016",12 Tage,1,M'Baye Niang,/mbaye-niang/profil/spieler/157501
16/17,Yellow card suspension,Italy Cup,"May 23, 2016","Jan 13, 2017",235 Tage,1,M'Baye Niang,/mbaye-niang/profil/spieler/157501
21/22,Called up to national team, ,"Jan 3, 2022","Feb 7, 2022",35 Tage,4,Ismaïla Sarr,/ismaila-sarr/profil/spieler/410225
21/22,Suspension through sports court,World Cup qualification South America,"Feb 14, 2022","Mar 31, 2022",45 Tage,2,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
18/19,Yellow card suspension,LaLiga,"Apr 22, 2019","Apr 25, 2019",3 Tage,1,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
18/19,Indirect card suspension,Copa del Rey,"Jan 18, 2019","Jan 25, 2019",7 Tage,1,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
18/19,Yellow card suspension,Europa League,"Nov 30, 2018","Dec 14, 2018",14 Tage,1,Giovani Lo Celso,/giovani-lo-celso/profil/spieler/348795
21/22,Red card suspension,Premier League,"Nov 21, 2021","Nov 29, 2021",8 Tage,1,Harry Maguire,/harry-maguire/profil/spieler/177907
20/21,Indirect card suspension,UEFA Nations League A,"Oct 15, 2020","Nov 16, 2020",32 Tage,1,Harry Maguire,/harry-maguire/profil/spieler/177907
18/19,Red card suspension,Premier League,"Mar 17, 2019","Mar 31, 2019",14 Tage,1,Harry Maguire,/harry-maguire/profil/spieler/177907
21/22,Called up to national team, ,"Jan 3, 2022","Feb 6, 2022",34 Tage,4,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
17/18,Indirect card suspension,Premier League,"Apr 1, 2018","Apr 15, 2018",14 Tage,2,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
17/18,Indirect card suspension,EFL Cup,"Dec 17, 2017","Dec 20, 2017",3 Tage,1,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
16/17,Yellow card suspension,Jupiler Pro League,"Dec 19, 2016","Dec 23, 2016",4 Tage,1,Wilfred Ndidi,/wilfred-ndidi/profil/spieler/274839
21/22,special leave,Premier League,"Jan 20, 2022","Jan 23, 2022",3 Tage,1,Victor Lindelöf,/victor-lindelof/profil/spieler/184573
14/15,Red card suspension, ,"Aug 25, 2014","Sep 15, 2014",21 Tage,3,Richairo Živković,/richairo-%C5%BDivkovi%C4%87/profil/spieler/252755
21/22,No eligibility, ,"Nov 23, 2021","Nov 28, 2021",5 Tage,1,Rudy Gestede,/rudy-gestede/profil/spieler/39908
15/16,Yellow card suspension,Premier League,"Apr 11, 2016","Apr 25, 2016",14 Tage,2,Erik Pieters,/erik-pieters/profil/spieler/43763
12/13,Red card suspension,Eredivisie,"Jan 21, 2013","Feb 10, 2013",20 Tage,3,Erik Pieters,/erik-pieters/profil/spieler/43763
10/11,Yellow card suspension,Eredivisie,"Apr 26, 2011","May 2, 2011",6 Tage,1,Erik Pieters,/erik-pieters/profil/spieler/43763
10/11,Yellow card suspension,Europa League,"Apr 8, 2011","Apr 15, 2011",7 Tage,1,Erik Pieters,/erik-pieters/profil/spieler/43763
09/10,Yellow card suspension,Eredivisie,"Mar 15, 2010","Mar 21, 2010",6 Tage,1,Erik Pieters,/erik-pieters/profil/spieler/43763
08/09,Olympic games,Eredivisie,"Aug 7, 2008","Aug 23, 2008",16 Tage,-,Erik Pieters,/erik-pieters/profil/spieler/43763
17/18,Indirect card suspension,UEFA Champions League,"Sep 14, 2017","Sep 28, 2017",14 Tage,1,Joe Gomez,/joe-gomez/profil/spieler/256178
11/12,Called up to national team,,"Oct 3, 2011","Oct 9, 2011",6 Tage,-,Raphael Spiegel,/raphael-spiegel/profil/spieler/111428
11/12,Called up to national team,,"Sep 2, 2011","Sep 4, 2011",2 Tage,-,Raphael Spiegel,/raphael-spiegel/profil/spieler/111428
11/12,Called up to national team, ,"Aug 29, 2011","Aug 31, 2011",2 Tage,1,Raphael Spiegel,/raphael-spiegel/profil/spieler/111428
10/11,Called up to national team, ,"Oct 5, 2010","Oct 13, 2010",8 Tage,1,Raphael Spiegel,/raphael-spiegel/profil/spieler/111428
10/11,Called up to national team, ,"Sep 2, 2010","Sep 7, 2010",5 Tage,1,Raphael Spiegel,/raphael-spiegel/profil/spieler/111428
19/20,Red card suspension,Türkiye Kupasi,"Feb 8, 2020","Feb 14, 2020",6 Tage,1,Alexander Sörloth,/alexander-sorloth/profil/spieler/238407
18/19,Yellow card suspension,Premier League,"Dec 9, 2018","Dec 17, 2018",8 Tage,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
15/16,Yellow card suspension,Europa League,"Dec 11, 2015","Feb 19, 2016",70 Tage,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
14/15,Yellow card suspension,LaLiga,"Mar 9, 2015","Mar 16, 2015",7 Tage,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
13/14,Red card suspension,Serie A,"Apr 28, 2014","May 8, 2014",10 Tage,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
13/14,Yellow card suspension,Serie A,"Feb 3, 2014","Feb 10, 2014",7 Tage,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
12/13,Red card suspension,Serie A,"Dec 3, 2012","Dec 10, 2012",7 Tage,1,Shkodran Mustafi,/shkodran-mustafi/profil/spieler/88590
19/20,Red card suspension, ,"Aug 5, 2019","Aug 19, 2019",14 Tage,3,Rushian Hepburn-Murphy,/rushian-hepburn-murphy/profil/spieler/314237
19/20,Yellow card suspension,Premier League,"Nov 3, 2019","Nov 11, 2019",8 Tage,1,Ashley Young,/ashley-young/profil/spieler/14086
18/19,Indirect card suspension,Premier League,"Apr 11, 2019","Apr 14, 2019",3 Tage,1,Ashley Young,/ashley-young/profil/spieler/14086
18/19,Yellow card suspension,Premier League,"Dec 2, 2018","Dec 6, 2018",4 Tage,1,Ashley Young,/ashley-young/profil/spieler/14086
21/22,Yellow card suspension,Premier Liga,"Apr 4, 2022","Apr 10, 2022",6 Tage,1,Fabián Balbuena,/fabian-balbuena/profil/spieler/285548
17/18,Yellow card suspension,Campeonato Brasileiro Série A,"Nov 12, 2017","Nov 17, 2017",5 Tage,1,Fabián Balbuena,/fabian-balbuena/profil/spieler/285548
20/21,Suspended,Championship,"Sep 11, 2020","Nov 29, 2020",79 Tage,14,Michael Hefele,/michael-hefele/profil/spieler/102382
20/21,Suspended,EFL Cup,"Sep 4, 2020","Sep 6, 2020",2 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
19/20,Suspended,Championship,"Jan 10, 2020","Jul 23, 2020",195 Tage,21,Michael Hefele,/michael-hefele/profil/spieler/102382
14/15,Yellow card suspension,3. Liga,"Mar 16, 2015","Mar 23, 2015",7 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
14/15,Yellow card suspension,3. Liga,"Nov 17, 2014","Nov 22, 2014",5 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
14/15,Indirect card suspension,3. Liga,"Sep 25, 2014","Sep 28, 2014",3 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
13/14,Yellow card suspension,3. Liga,"Mar 17, 2014","Mar 24, 2014",7 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
13/14,Indirect card suspension,Regionalliga Bayern,"Sep 2, 2013","Sep 5, 2013",3 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
10/11,Yellow card suspension,3. Liga,"Feb 21, 2011","Feb 27, 2011",6 Tage,1,Michael Hefele,/michael-hefele/profil/spieler/102382
19/20,Red card suspension,Serie B,"Dec 10, 2019","Dec 27, 2019",17 Tage,3,Vlad Dragomir,/vlad-dragomir/profil/spieler/319213
18/19,Yellow card suspension,Serie B,"Feb 17, 2019","Feb 23, 2019",6 Tage,1,Vlad Dragomir,/vlad-dragomir/profil/spieler/319213
18/19,Yellow card suspension,Premier League,"Dec 9, 2018","Dec 16, 2018",7 Tage,1,James Tomkins,/james-tomkins/profil/spieler/61592
14/15,Yellow card suspension,Premier League,"Dec 29, 2014","Jan 2, 2015",4 Tage,1,James Tomkins,/james-tomkins/profil/spieler/61592
12/13,Olympic games,,"Jul 12, 2012","Aug 12, 2012",31 Tage,-,James Tomkins,/james-tomkins/profil/spieler/61592
21/22,Suspension through sports court,Scottish Premiership,"Dec 29, 2022","Jan 20, 2022",343 Tage,1,Ryan Sweeney,/ryan-sweeney/profil/spieler/347666
21/22,Indirect card suspension, ,"Dec 15, 2021","Dec 19, 2021",4 Tage,1,Ryan Sweeney,/ryan-sweeney/profil/spieler/347666
20/21,Indirect card suspension,League Two,"Mar 6, 2021","Mar 13, 2021",7 Tage,1,Ryan Sweeney,/ryan-sweeney/profil/spieler/347666
16/17,Indirect card suspension,Premier League 2,"Sep 25, 2016","Sep 27, 2016",2 Tage,1,Ryan Sweeney,/ryan-sweeney/profil/spieler/347666
21/22,Called up to national team, ,"Oct 5, 2021","Oct 14, 2021",9 Tage,2,Jakub Ojrzynski,/jakub-ojrzynski/profil/spieler/540630
15/16,Yellow card suspension,Premier League,"Feb 28, 2016","Mar 6, 2016",7 Tage,2,Sam Byram,/sam-byram/profil/spieler/236953
14/15,Red card suspension,Championship,"Aug 29, 2014","Sep 15, 2014",17 Tage,2,Sam Byram,/sam-byram/profil/spieler/236953
14/15,Red card suspension,EFL Cup,"Aug 25, 2014","Aug 28, 2014",3 Tage,1,Sam Byram,/sam-byram/profil/spieler/236953
16/17,Called up to national team, ,"Jan 3, 2017","Feb 5, 2017",33 Tage,8,Ahmed Elmohamady,/ahmed-elmohamady/profil/spieler/66333
16/17,Red card suspension,Premier League,"Sep 25, 2016","Oct 2, 2016",7 Tage,1,Ahmed Elmohamady,/ahmed-elmohamady/profil/spieler/66333
21/22,Called up to national team, ,"Jan 1, 2022","Feb 6, 2022",36 Tage,3,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
20/21,Yellow card suspension,Saudi Professional League,"Feb 23, 2021","Feb 28, 2021",5 Tage,1,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
19/20,Indirect card suspension,Championship,"Jul 6, 2020","Jul 9, 2020",3 Tage,1,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
18/19,Indirect card suspension,Championship,"Apr 8, 2019","Apr 10, 2019",2 Tage,1,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
14/15,Red card suspension,Serie B,"Mar 1, 2015","Mar 4, 2015",3 Tage,1,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
12/13,Olympic games,,"Jul 12, 2012","Aug 6, 2012",25 Tage,-,Ahmed Hegazy,/ahmed-hegazy/profil/spieler/111524
21/22,Yellow card suspension,LaLiga,"Dec 12, 2021","Dec 19, 2021",7 Tage,1,Florian Lejeune,/florian-lejeune/profil/spieler/127108
20/21,Yellow card suspension,LaLiga,"Dec 7, 2020","Dec 14, 2020",7 Tage,1,Florian Lejeune,/florian-lejeune/profil/spieler/127108
16/17,Yellow card suspension,LaLiga,"Apr 17, 2017","Apr 25, 2017",8 Tage,1,Florian Lejeune,/florian-lejeune/profil/spieler/127108
16/17,Indirect card suspension,LaLiga,"Mar 1, 2017","Mar 5, 2017",4 Tage,1,Florian Lejeune,/florian-lejeune/profil/spieler/127108
16/17,Indirect card suspension,LaLiga,"Jun 19, 2016","Aug 20, 2016",62 Tage,?,Florian Lejeune,/florian-lejeune/profil/spieler/127108
14/15,Indirect card suspension,Championship,"Mar 9, 2015","Mar 16, 2015",7 Tage,1,Tommie Hoban,/tommie-hoban/profil/spieler/183161
16/17,Indirect card suspension,World Cup qualification South America,"Sep 2, 2016","Sep 8, 2016",6 Tage,1,Juan Carlos Paredes,/juan-carlos-paredes/profil/spieler/100507
16/17,No eligibility,Premier League,"Sep 1, 2016","Jan 30, 2017",151 Tage,19,Juan Carlos Paredes,/juan-carlos-paredes/profil/spieler/100507
17/18,Doping ban,,"Feb 27, 2018","Jan 1, 2019",308 Tage,?,Samir Nasri,/samir-nasri/profil/spieler/18935
16/17,Yellow card suspension,LaLiga,"Mar 3, 2017","Mar 7, 2017",4 Tage,1,Samir Nasri,/samir-nasri/profil/spieler/18935
12/13,Red card suspension,Premier League,"Dec 31, 2012","Jan 13, 2013",13 Tage,2,Samir Nasri,/samir-nasri/profil/spieler/18935
12/13,Red card suspension,FA Cup,"Dec 31, 2012","Jan 6, 2013",6 Tage,1,Samir Nasri,/samir-nasri/profil/spieler/18935
20/21,Red card suspension,LaLiga,"Mar 15, 2021","Mar 30, 2021",15 Tage,2,Allan Nyom,/allan-nyom/profil/spieler/111508
20/21,Yellow card suspension,LaLiga,"Dec 24, 2020","Dec 31, 2020",7 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
19/20,Red card suspension,LaLiga,"Jul 17, 2020","Jul 20, 2020",3 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
19/20,Red card suspension,LaLiga,"Jul 9, 2020","Jul 14, 2020",5 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
19/20,Yellow card suspension,LaLiga,"Feb 24, 2020","Mar 2, 2020",7 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
19/20,Yellow card suspension,LaLiga,"Nov 11, 2019","Nov 25, 2019",14 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
18/19,Red card suspension,LaLiga,"Feb 5, 2019","Feb 17, 2019",12 Tage,2,Allan Nyom,/allan-nyom/profil/spieler/111508
18/19,Yellow card suspension,LaLiga,"Dec 8, 2018","Dec 15, 2018",7 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
14/15,Yellow card suspension,LaLiga,"Jan 19, 2015","Jan 25, 2015",6 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
13/14,Yellow card suspension,LaLiga,"Nov 4, 2013","Nov 9, 2013",5 Tage,1,Allan Nyom,/allan-nyom/profil/spieler/111508
21/22,Yellow card suspension,World Cup qualification Playoffs,"Mar 28, 2022","Mar 30, 2022",2 Tage,1,Mateusz Klich,/mateusz-klich/profil/spieler/92738
20/21,Yellow card suspension,UEFA Nations League A,"Nov 14, 2020","Nov 16, 2020",2 Tage,1,Mateusz Klich,/mateusz-klich/profil/spieler/92738
16/17,Yellow card suspension,Eredivisie,"Feb 20, 2017","Feb 25, 2017",5 Tage,1,Mateusz Klich,/mateusz-klich/profil/spieler/92738
17/18,Yellow card suspension,League Two,"Oct 9, 2017","Oct 16, 2017",7 Tage,1,Sean Raggett,/sean-raggett/profil/spieler/226219
16/17,Red card suspension, ,"Nov 30, 2016","Dec 19, 2016",19 Tage,2,Sean Raggett,/sean-raggett/profil/spieler/226219
16/17,Yellow card suspension,National League,"Nov 21, 2016","Nov 23, 2016",2 Tage,1,Sean Raggett,/sean-raggett/profil/spieler/226219
15/16,Yellow card suspension,National League,"Oct 12, 2015","Oct 14, 2015",2 Tage,1,Sean Raggett,/sean-raggett/profil/spieler/226219
14/15,Suspension through sports court,National League,"Nov 19, 2014","Nov 24, 2014",5 Tage,1,Sean Raggett,/sean-raggett/profil/spieler/226219
14/15,Red card suspension,National League,"Aug 24, 2014","Sep 8, 2014",15 Tage,3,Sean Raggett,/sean-raggett/profil/spieler/226219
19/20,Suspension through sports court,Championship,"Feb 28, 2020","Jul 13, 2020",136 Tage,8,Kiko Casilla,/kiko-casilla/profil/spieler/27486
18/19,Red card suspension,Championship,"Mar 18, 2019","Apr 1, 2019",14 Tage,1,Kiko Casilla,/kiko-casilla/profil/spieler/27486
14/15,Red card suspension,LaLiga,"Feb 2, 2015","Feb 10, 2015",8 Tage,1,Kiko Casilla,/kiko-casilla/profil/spieler/27486
17/18,No eligibility, ,"Jul 1, 2017","Nov 1, 2017",123 Tage,6,Yasser Larouci,/yasser-larouci/profil/spieler/554251
17/18,Indirect card suspension,Championship,"Dec 4, 2017","Dec 11, 2017",7 Tage,1,Alex Baptiste,/alex-baptiste/profil/spieler/16660
16/17,Red card suspension,Championship,"Apr 10, 2017","Apr 25, 2017",15 Tage,3,Alex Baptiste,/alex-baptiste/profil/spieler/16660
13/14,Indirect card suspension,Championship,"Mar 24, 2014","Mar 26, 2014",2 Tage,1,Alex Baptiste,/alex-baptiste/profil/spieler/16660
20/21,Called up to national team,EFL Cup,"Sep 1, 2020","Sep 10, 2020",9 Tage,1,Tim Krul,/tim-krul/profil/spieler/33027
16/17,No eligibility,Eredivisie,"Aug 25, 2016","Aug 29, 2016",4 Tage,1,Tim Krul,/tim-krul/profil/spieler/33027
19/20,No eligibility,Championship,"Feb 13, 2020","Feb 16, 2020",3 Tage,1,Ben Hamer,/ben-hamer/profil/spieler/67283
